ins_idx,latency(cycles),latency(ns)
1,54567,218268
2,14284,57136
3,9146,36584
4,2479,9916
5,20311,81244
6,9147,36588
7,12578,50312
8,9230,36920
9,20310,81240
10,9147,36588
11,12578,50312
12,9146,36584
13,20388,81552
14,9218,36872
15,12578,50312
16,19664,78656
17,6955,27820
18,22072,88288
19,9662,38648
20,6306,25224
21,9950,39800
22,22071,88284
23,9952,39808
24,6306,25224
25,9915,39660
26,22123,88492
27,9915,39660
28,6306,25224
29,9916,39664
30,22117,88468
31,9915,39660
32,6306,25224
33,25926,103704
34,6655,26620
35,26287,105148
36,13060,52240
37,3362,13448
38,13056,52224
39,26287,105148
40,13054,52216
41,3362,13448
42,13051,52204
43,26288,105152
44,13064,52256
45,3362,13448
46,13054,52216
47,26287,105148
48,13054,52216
49,3362,13448
50,13073,52292
51,26287,105148
52,13052,52208
53,3362,13448
54,13130,52520
55,26287,105148
56,13058,52232
57,3362,13448
58,13055,52220
59,26288,105152
60,13056,52224
61,3362,13448
62,13053,52212
63,26288,105152
64,13052,52208
65,3362,13448
66,13050,52200
67,26288,105152
68,13055,52220
69,3362,13448
70,13056,52224
71,26287,105148
72,13054,52216
73,3362,13448
74,13056,52224
75,29126,116504
76,13057,52228
77,3362,13448
78,13054,52216
79,29171,116684
80,13061,52244
81,3362,13448
82,13055,52220
83,29081,116324
84,13126,52504
85,3362,13448
86,13055,52220
87,29120,116480
88,13056,52224
89,3362,13448
90,13061,52244
91,29124,116496
92,13055,52220
93,3362,13448
94,13053,52212
95,29131,116524
96,13064,52256
97,3362,13448
98,13055,52220
99,29117,116468
100,13117,52468
101,3362,13448
102,13053,52212
103,29141,116564
104,13057,52228
105,3362,13448
106,13058,52232
107,29121,116484
108,13057,52228
109,3362,13448
110,13056,52224
111,29128,116512
112,13058,52232
113,3362,13448
114,13054,52216
115,29147,116588
116,13066,52264
117,3362,13448
118,13055,52220
119,29122,116488
120,13137,52548
121,3362,13448
122,13053,52212
123,29085,116340
124,13057,52228
125,3362,13448
126,24202,96808
127,8631,34524
128,26287,105148
129,11831,47324
130,2082,8328
131,11831,47324
132,26287,105148
133,11831,47324
134,2082,8328
135,11831,47324
136,26287,105148
137,11831,47324
138,2082,8328
139,50348,201392
140,33526,134104
